1      0  0.1637D+02 0.2485D+01 0.3356D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.3783D+02 0.2145D+02 -.5347D+02 0.2271D+04

2      0  0.1574D+02 0.5404D+01 0.1751D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.3514D+02 0.2198D+02 -.1768D+03 0.2941D+04

3      0  0.1062D+02 0.9504D+00 0.7946D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2643D+02 0.3928D+02 -.2838D+01 0.1020D+04

4      0  0.8567D+01 0.3162D+01 0.1815D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2610D+02 0.6239D+02 -.4354D+02 0.4207D+03

5      0  0.9224D+01 0.2682D+01 0.3666D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2616D+02 0.4956D+02 -.6586D+02 0.9488D+03

6      0  0.1123D+02 0.2801D+01 0.5220D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2635D+02 0.3397D+02 -.3237D+02 0.1418D+04

7      0  0.1186D+02 0.2179D+01 0.6274D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2708D+02 0.3269D+02 -.5885D+01 0.1290D+04

8      0  0.1467D+02 0.5372D+01 0.1562D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.3429D+02 0.3430D+02 -.1856D+03 0.2411D+04

9      0  0.8320D+01 0.1802D+01 0.3767D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2648D+02 0.5597D+02 -.5974D+02 0.6889D+03

10      0  0.8450D+01 0.2503D+01 0.2630D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2653D+02 0.5933D+02 -.5805D+02 0.5547D+03

11      0  0.8273D+01 0.7793D+00 0.5118D-01 0.1550D+00 0.6713D+00 -.1631D+02 0.2213D+03 -.4912D+03 0.2654D+02 0.5371D+02 -.5419D+02 0.7812D+03

