 0.100000E+00   0.327197E+00   0.170940E+03   0.329532E+00   0.209161E-01
 0.139500E+00   0.281225E+00   0.179265E+03   0.283183E+00   0.291540E-01
 0.179000E+00   0.204742E+00   0.171683E+03   0.206046E+00   0.373803E-01
 0.218500E+00   0.127733E+00   0.139967E+03   0.128386E+00   0.455952E-01
 0.258000E+00   0.971288E-01   0.115435E+03   0.975244E-01   0.537989E-01
 0.297500E+00   0.885908E-01   0.875936E+02   0.889103E-01   0.619923E-01
 0.337000E+00   0.895825E-01   0.615244E+02   0.899088E-01   0.701757E-01
 0.376500E+00   0.921888E-01   0.498133E+02   0.925375E-01   0.783197E-01
 0.416000E+00   0.898947E-01   0.600801E+02   0.902238E-01   0.859077E-01
 0.455500E+00   0.927083E-01   0.478906E+02   0.930587E-01   0.942720E-01
 0.495000E+00   0.937513E-01   0.458169E+02   0.941018E-01   0.102416E+00
 0.534500E+00   0.950079E-01   0.423296E+02   0.953559E-01   0.110540E+00
 0.574000E+00   0.969874E-01   0.401030E+02   0.973342E-01   0.118657E+00
 0.613500E+00   0.100319E+00   0.396967E+02   0.100673E+00   0.126764E+00
 0.653000E+00   0.105761E+00   0.366742E+02   0.106141E+00   0.134860E+00
 0.692500E+00   0.114007E+00   0.287934E+02   0.114449E+00   0.142942E+00
 0.732000E+00   0.125502E+00   0.233823E+02   0.126062E+00   0.151009E+00
 0.771500E+00   0.140439E+00   0.197479E+02   0.141194E+00   0.159058E+00
 0.811000E+00   0.158815E+00   0.173206E+02   0.159869E+00   0.167087E+00
 0.850500E+00   0.180509E+00   0.156802E+02   0.181994E+00   0.175094E+00
 0.890000E+00   0.205340E+00   0.145643E+02   0.207416E+00   0.183078E+00
 0.929500E+00   0.233094E+00   0.137821E+02   0.235953E+00   0.191037E+00
 0.969000E+00   0.263555E+00   0.132428E+02   0.267414E+00   0.198969E+00
 0.100850E+01   0.296504E+00   0.128652E+02   0.301612E+00   0.206872E+00
 0.104800E+01   0.331734E+00   0.125901E+02   0.338364E+00   0.214745E+00
 0.108750E+01   0.369046E+00   0.124077E+02   0.377498E+00   0.222587E+00
 0.112700E+01   0.408256E+00   0.122787E+02   0.418853E+00   0.230395E+00
 0.116650E+01   0.449190E+00   0.122028E+02   0.462278E+00   0.238169E+00
 0.120600E+01   0.491683E+00   0.121431E+02   0.507628E+00   0.245907E+00
 0.124550E+01   0.535579E+00   0.121165E+02   0.554766E+00   0.253609E+00
 0.128500E+01   0.580729E+00   0.121104E+02   0.603558E+00   0.261271E+00
 0.132450E+01   0.626984E+00   0.121116E+02   0.653871E+00   0.268895E+00
 0.136400E+01   0.674197E+00   0.121330E+02   0.705568E+00   0.276477E+00
 0.140350E+01   0.722217E+00   0.121549E+02   0.758508E+00   0.284017E+00
