1,8778,1938,0.04444,155,0.5621,-42.95,472.5,1823,27.64,64.35,11.14,460.6
2,8507,0.3981,0.0562,155,0.5621,-42.95,472.5,1823,28.01,65.07,11.51,360.3
3,15.46,4303,0.01896,155,0.5621,-42.95,472.5,1823,37.75,42.5,-29.31,2317
4,15.65,0.5847,0.0407,155,0.5621,-42.95,472.5,1823,36.2,42.74,67.46,810.6
5,16.24,3901,0.02506,155,0.5621,-42.95,472.5,1823,36.11,32.86,46.52,1994
6,8874,0.4784,0.05716,155,0.5621,-42.95,472.5,1823,28.25,63.59,14.72,411.2
7,9075,2075,0.03952,155,0.5621,-42.95,472.5,1823,28.34,64.86,3112,515.8
8,16.33,0.9996,0.03495,155,0.5621,-42.95,472.5,1823,38.32,40.43,54.86,1072
9,23,12.4,0.003993,155,0.5621,-42.95,472.5,1823,32.22,35.48,330.1,7084
10,16.46,0.5631,0.03262,155,0.5621,-42.95,472.5,1823,39.74,41.06,38.11,1204
11,14.58,1504,0.04518,155,0.5621,-42.95,472.5,1823,33.38,44.2,74.63,745.7
12,9255,766,0.05681,155,0.5621,-42.95,472.5,1823,28.45,62.07,18.31,464.3
13,8366,1122,0.04333,155,0.5621,-42.95,472.5,1823,28.48,68.31,-2464,330.6
14,11.9,6011,0.007144,155,0.5621,-42.95,472.5,1823,29.87,85.06,67.44,560
15,12.05,0.4114,0.02823,155,0.5621,-42.95,472.5,1823,36.89,63.89,-64.09,1108
16,10.26,4618,0.01152,155,0.5621,-42.95,472.5,1823,28.99,79.05,28.59,341.7
17,11.88,3937,0.0285,155,0.5621,-42.95,472.5,1823,28.95,50.96,23.42,1312
18,9959,0.3515,0.06249,155,0.5621,-42.95,472.5,1823,28.72,59.12,33.08,463.9
19,10.6,0.4073,0.06427,155,0.5621,-42.95,472.5,1823,28.96,56.8,45.05,454.7
20,15.52,1171,0.03962,155,0.5621,-42.95,472.5,1823,35.94,42.37,65.19,891.6
21,10.99,1912,0.05215,155,0.5621,-42.95,472.5,1823,28.92,54.28,42.66,688.4
22,12.12,4417,0.02349,155,0.5621,-42.95,472.5,1823,29.12,51.85,15.31,1437
23,19.03,10.44,0.004456,155,0.5621,-42.95,472.5,1823,31.27,63.68,197.9,3947
24,13.47,2331,0.04562,155,0.5621,-42.95,472.5,1823,30.99,45.14,72.14,854.2
25,16.31,1586,0.03089,155,0.5621,-42.95,472.5,1823,39.33,40.24,33.41,1366
26,12.49,2319,0.04868,155,0.5621,-42.95,472.5,1823,29.74,48.11,65.02,798.3
27,8602,2.46,0.02442,155,0.5621,-42.95,472.5,1823,28.96,74.33,-6177,210.6
28,12.23,4644,0.02105,155,0.5621,-42.95,472.5,1823,29.33,53.17,9833,1471
29,9043,1039,0.04786,155,0.5621,-42.95,472.5,1823,28.91,64.68,2866,473.6
30,17,6.14,0.01347,155,0.5621,-42.95,472.5,1823,36.94,32.76,-9665,3245
31,16.18,0.2216,0.03384,155,0.5621,-42.95,472.5,1823,39.14,42.09,39.1,1141
32,8249,0.9713,0.03852,155,0.5621,-42.95,472.5,1823,28.98,70.9,-10.33,264.8
33,16.38,1292,0.03241,155,0.5621,-42.95,472.5,1823,39.1,40.21,42.25,1243
34,12.96,0.6367,0.05869,155,0.5621,-42.95,472.5,1823,30.86,49.99,73.06,452.4
35,15.1,0.4871,0.04429,155,0.5621,-42.95,472.5,1823,34.92,44.38,70.66,702.8
36,15.73,2093,0.02886,155,0.5621,-42.95,472.5,1823,38.86,42.12,13.51,1548
37,16.12,0.3004,0.03398,155,0.5621,-42.95,472.5,1823,39.02,42.27,38.84,1138
38,13.09,4264,0.02777,155,0.5621,-42.95,472.5,1823,29.53,43.64,41.59,1603
39,13.66,2.12,0.04608,155,0.5621,-42.95,472.5,1823,31.49,45.21,72.35,814.5
40,13.49,3412,0.03538,155,0.5621,-42.95,472.5,1823,30.58,42.5,59.68,1305
41,10.14,3797,0.01869,155,0.5621,-42.95,472.5,1823,29.43,70.54,-5667,590.8
42,13.88,5631,0.01701,155,0.5621,-42.95,472.5,1823,29.86,44.78,22.27,2108
43,14.1,3978,0.02929,155,0.5621,-42.95,472.5,1823,31.3,39.58,52.22,1643
44,8601,0.2953,0.04527,155,0.5621,-42.95,472.5,1823,29.16,67.93,-6848,371.5
45,9412,1124,0.04788,155,0.5621,-42.95,472.5,1823,29.21,63.22,4803,537.8
46,9502,3071,0.02303,155,0.5621,-42.95,472.5,1823,29.37,70.76,-10.2,472.7
47,15.73,1901,0.03515,155,0.5621,-42.95,472.5,1823,36.51,40.38,57.1,1148
48,12.81,0.9987,0.05736,155,0.5621,-42.95,472.5,1823,30.68,49.97,70.57,503.9
49,13.6,4999,0.02159,155,0.5621,-42.95,472.5,1823,29.78,42.71,31.65,1931
50,12.86,0.7474,0.05823,155,0.5621,-42.95,472.5,1823,30.8,50.16,71.08,473.4
51,9305,1876,0.03766,155,0.5621,-42.95,472.5,1823,29.3,65.66,-6588,547.3
52,10.97,2055,0.0472,155,0.5621,-42.95,472.5,1823,29.36,55.02,31.62,771
53,12.25,3441,0.03425,155,0.5621,-42.95,472.5,1823,29.53,48.34,37.03,1238
54,10.16,2.57,0.03483,155,0.5621,-42.95,472.5,1823,29.41,61.32,-0.2482,778.4
55,10.36,4337,0.0116,155,0.5621,-42.95,472.5,1823,30.47,80.97,9743,325
56,12.03,1.65,0.05403,155,0.5621,-42.95,472.5,1823,29.87,51.19,58.33,644.5
57,14.24,4448,0.02574,155,0.5621,-42.95,472.5,1823,31.12,38.53,46.6,1865
58,12.72,1116,0.02903,155,0.5621,-42.95,472.5,1823,36.98,59.11,-49.01,1243
59,13.44,4132,0.01692,155,0.5621,-42.95,472.5,1823,36.21,59.35,-63.72,1691
60,13.53,5039,0.02085,155,0.5621,-42.95,472.5,1823,29.87,43.96,26.42,1922
61,13.3,0.8417,0.05628,155,0.5621,-42.95,472.5,1823,31.25,48.83,75.28,486.5
62,13.68,0.5757,0.03126,155,0.5621,-42.95,472.5,1823,37.77,53.83,-26.9,1288
63,13.56,6029,0.01286,155,0.5621,-42.95,472.5,1823,30.12,55.37,10.86,1849
64,13.17,0.8446,0.05675,155,0.5621,-42.95,472.5,1823,31.11,49.19,74.02,486.1
65,14.47,0.8879,0.04809,155,0.5621,-42.95,472.5,1823,33.38,45.65,74.66,626.8
66,13.57,5715,0.008962,155,0.5621,-42.95,472.5,1823,35.8,76.88,-40.17,1289
67,11.82,0.2077,0.06155,155,0.5621,-42.95,472.5,1823,30.05,53.47,57.74,463.1
68,12.31,2132,0.04936,155,0.5621,-42.95,472.5,1823,29.91,49.34,59.6,771.9
69,16.05,1124,0.03309,155,0.5621,-42.95,472.5,1823,38.75,41.75,37.41,1216
70,11.04,4463,0.01609,155,0.5621,-42.95,472.5,1823,29.81,68.31,-4697,844.7
71,15.86,8432,0.00571,155,0.5621,-42.95,472.5,1823,30.99,72.45,101,2201
72,16.37,4277,0.02061,155,0.5621,-42.95,472.5,1823,37.9,34.61,6.81,2384
73,12.73,2585,0.04487,155,0.5621,-42.95,472.5,1823,30.01,46.85,63.07,916.1
74,11.1,1461,0.02385,155,0.5621,-42.95,472.5,1823,35.82,70.93,-74.66,860.9
75,15.52,7091,0.01103,155,0.5621,-42.95,472.5,1823,30.58,43.57,32.77,2784
76,11.82,2582,0.04299,155,0.5621,-42.95,472.5,1823,29.64,50.85,41.76,938.3
77,14.99,0.2566,0.04514,155,0.5621,-42.95,472.5,1823,34.72,44.84,70.69,676.5
78,13.52,0.03538,0.05669,155,0.5621,-42.95,472.5,1823,31.65,48.83,76.35,446
