 0.100000E+00   0.327197E+00   0.170940E+03   0.329532E+00   0.209161E-01
 0.139500E+00   0.283620E+00   0.180713E+03   0.285601E+00   0.291540E-01
 0.179000E+00   0.203749E+00   0.170857E+03   0.205044E+00   0.373803E-01
 0.218500E+00   0.128066E+00   0.140484E+03   0.128722E+00   0.455952E-01
 0.258000E+00   0.972135E-01   0.115762E+03   0.976098E-01   0.537989E-01
 0.297500E+00   0.885983E-01   0.876841E+02   0.889178E-01   0.619923E-01
 0.337000E+00   0.895861E-01   0.616182E+02   0.899124E-01   0.701758E-01
 0.376500E+00   0.913801E-01   0.520631E+02   0.917234E-01   0.783499E-01
 0.416000E+00   0.972421E-01   0.115141E+03   0.976386E-01   0.865569E-01
 0.455500E+00   0.889179E-01   0.666990E+02   0.892383E-01   0.947372E-01
 0.495000E+00   0.913764E-01   0.521012E+02   0.917196E-01   0.102915E+00
 0.534500E+00   0.916349E-01   0.472738E+02   0.919821E-01   0.111086E+00
 0.574000E+00   0.932972E-01   0.417695E+02   0.936644E-01   0.119245E+00
 0.613500E+00   0.978315E-01   0.395342E+02   0.982542E-01   0.127392E+00
 0.653000E+00   0.106184E+00   0.339856E+02   0.106718E+00   0.135524E+00
 0.692500E+00   0.118837E+00   0.253398E+02   0.119566E+00   0.143639E+00
 0.732000E+00   0.135816E+00   0.204067E+02   0.136851E+00   0.151734E+00
 0.771500E+00   0.156955E+00   0.174636E+02   0.158440E+00   0.159808E+00
 0.811000E+00   0.182025E+00   0.156464E+02   0.184140E+00   0.167858E+00
 0.850500E+00   0.210787E+00   0.144768E+02   0.213751E+00   0.175883E+00
 0.890000E+00   0.243015E+00   0.137059E+02   0.247085E+00   0.183879E+00
 0.929500E+00   0.278497E+00   0.131990E+02   0.283973E+00   0.191846E+00
 0.969000E+00   0.317038E+00   0.128584E+02   0.324260E+00   0.199781E+00
 0.100850E+01   0.358457E+00   0.126382E+02   0.367806E+00   0.207682E+00
 0.104800E+01   0.402583E+00   0.124927E+02   0.414482E+00   0.215548E+00
 0.108750E+01   0.449256E+00   0.124029E+02   0.464169E+00   0.223375E+00
 0.112700E+01   0.498315E+00   0.123585E+02   0.516746E+00   0.231164E+00
 0.116650E+01   0.549601E+00   0.123417E+02   0.572094E+00   0.238911E+00
 0.120600E+01   0.602947E+00   0.123550E+02   0.630082E+00   0.246614E+00
 0.124550E+01   0.658173E+00   0.123780E+02   0.690564E+00   0.254273E+00
 0.128500E+01   0.715085E+00   0.124076E+02   0.753374E+00   0.261885E+00
 0.132450E+01   0.773465E+00   0.124524E+02   0.818319E+00   0.269447E+00
 0.136400E+01   0.833077E+00   0.124961E+02   0.885177E+00   0.276959E+00
 0.140350E+01   0.893661E+00   0.125447E+02   0.953695E+00   0.284419E+00
 0.144300E+01   0.954939E+00   0.126065E+02   0.102359E+01   0.291826E+00
 0.148250E+01   0.101662E+01   0.126572E+02   0.109456E+01   0.299176E+00
 0.152200E+01   0.107840E+01   0.127106E+02   0.116627E+01   0.306471E+00
 0.156150E+01   0.113998E+01   0.127621E+02   0.123838E+01   0.313707E+00
 0.160100E+01   0.120107E+01   0.128048E+02   0.131056E+01   0.320885E+00
