 0.100000E+00   0.327197E+00   0.170940E+03   0.329532E+00   0.209161E-01
 0.139500E+00   0.280520E+00   0.178840E+03   0.282472E+00   0.291540E-01
 0.179000E+00   0.204436E+00   0.171428E+03   0.205737E+00   0.373803E-01
 0.218500E+00   0.127559E+00   0.139697E+03   0.128211E+00   0.455952E-01
 0.258000E+00   0.969607E-01   0.114786E+03   0.973549E-01   0.537989E-01
 0.297500E+00   0.885626E-01   0.872524E+02   0.888818E-01   0.619923E-01
 0.337000E+00   0.895812E-01   0.614701E+02   0.899074E-01   0.701758E-01
 0.376500E+00   0.916757E-01   0.512204E+02   0.920219E-01   0.783501E-01
 0.416000E+00   0.885004E-01   0.862226E+02   0.888189E-01   0.865747E-01
 0.455500E+00   0.914160E-01   0.528458E+02   0.917594E-01   0.947455E-01
 0.495000E+00   0.922380E-01   0.476805E+02   0.925907E-01   0.102918E+00
 0.534500E+00   0.936932E-01   0.436948E+02   0.940632E-01   0.111082E+00
 0.574000E+00   0.966014E-01   0.399734E+02   0.970066E-01   0.119237E+00
 0.613500E+00   0.101705E+00   0.388148E+02   0.102176E+00   0.127379E+00
 0.653000E+00   0.109506E+00   0.321529E+02   0.110086E+00   0.135509E+00
 0.692500E+00   0.120442E+00   0.253692E+02   0.121194E+00   0.143623E+00
 0.732000E+00   0.134733E+00   0.210202E+02   0.135742E+00   0.151720E+00
 0.771500E+00   0.152448E+00   0.181682E+02   0.153824E+00   0.159797E+00
 0.811000E+00   0.173547E+00   0.162764E+02   0.175429E+00   0.167854E+00
 0.850500E+00   0.197914E+00   0.149957E+02   0.200471E+00   0.175887E+00
 0.890000E+00   0.225380E+00   0.141243E+02   0.228813E+00   0.183895E+00
 0.929500E+00   0.255738E+00   0.135043E+02   0.260280E+00   0.191876E+00
 0.969000E+00   0.288754E+00   0.130786E+02   0.294664E+00   0.199829E+00
 0.100850E+01   0.324173E+00   0.127788E+02   0.331739E+00   0.207751E+00
 0.104800E+01   0.361729E+00   0.125756E+02   0.371262E+00   0.215642E+00
 0.108750E+01   0.401150E+00   0.124327E+02   0.412977E+00   0.223500E+00
 0.112700E+01   0.442165E+00   0.123437E+02   0.456631E+00   0.231323E+00
 0.116650E+01   0.484508E+00   0.122817E+02   0.501965E+00   0.239110E+00
 0.120600E+01   0.527923E+00   0.122585E+02   0.548729E+00   0.246861E+00
 0.124550E+01   0.572165E+00   0.122455E+02   0.596679E+00   0.254574E+00
 0.128500E+01   0.617006E+00   0.122450E+02   0.645584E+00   0.262248E+00
 0.132450E+01   0.662233E+00   0.122483E+02   0.695224E+00   0.269883E+00
 0.136400E+01   0.707650E+00   0.122681E+02   0.745391E+00   0.277478E+00
 0.140350E+01   0.753078E+00   0.122893E+02   0.795894E+00   0.285032E+00
 0.144300E+01   0.798356E+00   0.123114E+02   0.846555E+00   0.292545E+00
 0.148250E+01   0.843339E+00   0.123382E+02   0.897213E+00   0.300016E+00
 0.152200E+01   0.887899E+00   0.123662E+02   0.947718E+00   0.307445E+00
 0.156150E+01   0.931924E+00   0.123915E+02   0.997938E+00   0.314832E+00
 0.160100E+01   0.975315E+00   0.124192E+02   0.104775E+01   0.322176E+00
 0.164050E+01   0.101799E+01   0.124356E+02   0.109705E+01   0.329477E+00
 0.168000E+01   0.105987E+01   0.124599E+02   0.114575E+01   0.336735E+00
 0.171950E+01   0.110090E+01   0.124855E+02   0.119375E+01   0.343950E+00
 0.175900E+01   0.114103E+01   0.125009E+02   0.124100E+01   0.351122E+00
 0.179850E+01   0.118022E+01   0.125179E+02   0.128742E+01   0.358250E+00
 0.183800E+01   0.121844E+01   0.125369E+02   0.133296E+01   0.365336E+00
 0.187750E+01   0.125566E+01   0.125496E+02   0.137758E+01   0.372378E+00
 0.191700E+01   0.129186E+01   0.125631E+02   0.142124E+01   0.379378E+00
 0.195650E+01   0.132705E+01   0.125788E+02   0.146392E+01   0.386335E+00
 0.199600E+01   0.136120E+01   0.125813E+02   0.150558E+01   0.393249E+00
 0.203550E+01   0.139433E+01   0.125873E+02   0.154623E+01   0.400121E+00
 0.207500E+01   0.142644E+01   0.125948E+02   0.158583E+01   0.406951E+00
 0.211450E+01   0.145752E+01   0.126017E+02   0.162439E+01   0.413739E+00
 0.215400E+01   0.148761E+01   0.126033E+02   0.166191E+01   0.420485E+00
 0.219350E+01   0.151670E+01   0.126070E+02   0.169838E+01   0.427190E+00
 0.223300E+01   0.154482E+01   0.126034E+02   0.173381E+01   0.433854E+00
 0.227250E+01   0.157198E+01   0.126034E+02   0.176822E+01   0.440478E+00
 0.231200E+01   0.159820E+01   0.125975E+02   0.180160E+01   0.447061E+00
 0.235150E+01   0.162351E+01   0.125932E+02   0.183397E+01   0.453605E+00
 0.239100E+01   0.164792E+01   0.125905E+02   0.186535E+01   0.460108E+00
 0.243050E+01   0.167147E+01   0.125864E+02   0.189575E+01   0.466573E+00
 0.247000E+01   0.169416E+01   0.125788E+02   0.192520E+01   0.472999E+00
 0.250950E+01   0.171603E+01   0.125729E+02   0.195370E+01   0.479387E+00
 0.254900E+01   0.173710E+01   0.125659E+02   0.198128E+01   0.485737E+00
 0.258850E+01   0.175740E+01   0.125566E+02   0.200797E+01   0.492050E+00
 0.262800E+01   0.177694E+01   0.125425E+02   0.203377E+01   0.498325E+00
 0.266750E+01   0.179576E+01   0.125368E+02   0.205871E+01   0.504564E+00
 0.270700E+01   0.181387E+01   0.125287E+02   0.208282E+01   0.510766E+00
 0.274650E+01   0.183130E+01   0.125121E+02   0.210612E+01   0.516933E+00
 0.278600E+01   0.184807E+01   0.124993E+02   0.212862E+01   0.523064E+00
 0.282550E+01   0.186421E+01   0.124844E+02   0.215036E+01   0.529161E+00
 0.286500E+01   0.187973E+01   0.124802E+02   0.217135E+01   0.535223E+00
 0.290450E+01   0.189466E+01   0.124602E+02   0.219161E+01   0.541251E+00
 0.294400E+01   0.190902E+01   0.124488E+02   0.221116E+01   0.547245E+00
 0.298350E+01   0.192283E+01   0.124361E+02   0.223003E+01   0.553206E+00
 0.302300E+01   0.193611E+01   0.124197E+02   0.224824E+01   0.559134E+00
 0.306250E+01   0.194888E+01   0.124108E+02   0.226581E+01   0.565030E+00
 0.310200E+01   0.196116E+01   0.123884E+02   0.228276E+01   0.570894E+00
 0.314150E+01   0.197296E+01   0.123809E+02   0.229910E+01   0.576726E+00
 0.318100E+01   0.198431E+01   0.123591E+02   0.231486E+01   0.582528E+00
 0.322050E+01   0.199521E+01   0.123509E+02   0.233006E+01   0.588298E+00
 0.326000E+01   0.200569E+01   0.123316E+02   0.234471E+01   0.594038E+00
 0.329950E+01   0.201577E+01   0.123203E+02   0.235884E+01   0.599748E+00
 0.333900E+01   0.202545E+01   0.123025E+02   0.237245E+01   0.605429E+00
 0.337850E+01   0.203476E+01   0.122819E+02   0.238557E+01   0.611080E+00
 0.341800E+01   0.204370E+01   0.122644E+02   0.239821E+01   0.616703E+00
 0.345750E+01   0.205230E+01   0.122521E+02   0.241039E+01   0.622297E+00
 0.349700E+01   0.206055E+01   0.122322E+02   0.242212E+01   0.627864E+00
 0.353650E+01   0.206848E+01   0.122213E+02   0.243343E+01   0.633402E+00
 0.357600E+01   0.207611E+01   0.122081E+02   0.244431E+01   0.638914E+00
 0.361550E+01   0.208343E+01   0.121869E+02   0.245480E+01   0.644398E+00
 0.365500E+01   0.209046E+01   0.121769E+02   0.246490E+01   0.649856E+00
 0.369450E+01   0.209722E+01   0.121527E+02   0.247462E+01   0.655288E+00
 0.373400E+01   0.210370E+01   0.121357E+02   0.248397E+01   0.660693E+00
 0.377350E+01   0.210993E+01   0.121248E+02   0.249298E+01   0.666073E+00
 0.381300E+01   0.211592E+01   0.121103E+02   0.250165E+01   0.671428E+00
 0.385250E+01   0.212166E+01   0.120945E+02   0.250999E+01   0.676758E+00
 0.389200E+01   0.212718E+01   0.120778E+02   0.251801E+01   0.682064E+00
 0.393150E+01   0.213247E+01   0.120624E+02   0.252573E+01   0.687345E+00
 0.397100E+01   0.213755E+01   0.120488E+02   0.253315E+01   0.692602E+00
 0.401050E+01   0.214243E+01   0.120318E+02   0.254029E+01   0.697835E+00
 0.405000E+01   0.214710E+01   0.120086E+02   0.254715E+01   0.703046E+00
 0.408950E+01   0.215159E+01   0.120011E+02   0.255375E+01   0.708233E+00
