1      0  0.1998D+02 0.1038D+02 0.8729D-02 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2595D+02 -.2676D+02 -.3642D+03 0.3704D+04

2      0  0.1592D+02 0.4606D+01 0.3258D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.3350D+02 0.6736D+01 -.1648D+03 0.2668D+04

3      0  0.1297D+02 0.6796D+01 0.8123D-02 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2687D+02 0.5454D+02 -.1259D+03 0.4127D+03

4      0  0.1103D+02 0.7662D+00 0.8924D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2736D+02 0.3412D+02 -.5290D+02 0.1096D+04

5      0  0.1252D+02 0.4853D+00 0.4177D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.3598D+02 0.4385D+02 -.1677D+03 0.1660D+04

6      0  0.1085D+02 0.4249D+01 0.2460D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2713D+02 0.4464D+02 -.1477D+03 0.8274D+03

7      0  0.1354D+02 0.5512D+00 0.4610D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.3640D+02 0.3589D+02 -.1434D+03 0.1859D+04

8      0  0.1189D+02 0.9508D+00 0.8803D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2798D+02 0.3074D+02 -.4187D+02 0.1134D+04

9      0  0.1352D+02 0.3303D+01 0.5314D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2905D+02 0.1854D+02 -.8915D+02 0.1788D+04

10      0  0.1507D+02 0.7084D+01 0.1559D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2703D+02 0.1406D+02 -.2441D+03 0.2023D+04

11      0  0.1964D+02 0.1012D+02 0.8943D-02 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.2673D+02 -.2158D+02 -.3607D+03 0.3534D+04

12      0  0.1648D+02 0.4038D+00 0.5475D-01 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.3733D+02 0.1877D+02 -.4934D+02 0.1757D+04

13      0  0.1684D+02 0.8263D+01 0.7857D-02 0.1550D+00 0.7102D+00 -.1598D+02 0.2790D+03 -.3442D+03 0.3387D+02 0.3833D+02 -.2995D+03 0.1528D+04

