1      0  0.1998D+02 0.1038D+02 0.8729D-02 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.2926D+02 0.8216D+01 -.1481D+03 0.4356D+04

2      0  0.1592D+02 0.4606D+01 0.3258D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.3510D+02 0.2196D+02 -.1046D+03 0.2746D+04

3      0  0.1297D+02 0.6796D+01 0.8123D-02 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.2844D+02 0.7268D+02 -.8378D+01 0.6766D+03

4      0  0.1103D+02 0.7662D+00 0.8924D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.2843D+02 0.4413D+02 -.1541D+02 0.1069D+04

5      0  0.1252D+02 0.4853D+00 0.4177D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.3695D+02 0.5453D+02 -.1294D+03 0.1572D+04

6      0  0.1085D+02 0.4249D+01 0.2460D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.2836D+02 0.5811D+02 -.7736D+02 0.8446D+03

7      0  0.1354D+02 0.5512D+00 0.4610D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.3744D+02 0.4659D+02 -.1080D+03 0.1802D+04

8      0  0.1189D+02 0.9508D+00 0.8803D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.2908D+02 0.4079D+02 -.4879D+01 0.1123D+04

9      0  0.1352D+02 0.3303D+01 0.5314D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.3040D+02 0.3100D+02 -.4089D+02 0.1823D+04

10      0  0.1507D+02 0.7084D+01 0.1559D-01 0.1510D+00 0.6495D+00 -.3953D+02 0.2298D+03 0.8670D+03 0.2901D+02 0.3505D+02 -.1271D+03 0.2232D+04

