1,0.1998E+02,0.1038E+02,0.8729E-02,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2926E+02,0.8216E+01,-.1481E+03,0.4356E+04
2,0.1592E+02,0.4606E+01,0.3258E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.3510E+02,0.2196E+02,-.1046E+03,0.2746E+04
3,0.1297E+02,0.6796E+01,0.8123E-02,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2844E+02,0.7268E+02,-.8378E+01,0.6766E+03
4,0.1103E+02,0.7662E+00,0.8924E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2843E+02,0.4413E+02,-.1541E+02,0.1069E+04
5,0.1252E+02,0.4853E+00,0.4177E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.3695E+02,0.5453E+02,-.1294E+03,0.1572E+04
6,0.1085E+02,0.4249E+01,0.2460E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2836E+02,0.5811E+02,-.7736E+02,0.8446E+03
7,0.1354E+02,0.5512E+00,0.4610E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.3744E+02,0.4659E+02,-.1080E+03,0.1802E+04
8,0.1189E+02,0.9508E+00,0.8803E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2908E+02,0.4079E+02,-.4879E+01,0.1123E+04
9,0.1352E+02,0.3303E+01,0.5314E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.3040E+02,0.3100E+02,-.4089E+02,0.1823E+04
10,0.1507E+02,0.7084E+01,0.1559E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2901E+02,0.3505E+02,-.1271E+03,0.2232E+04
11,0.1964E+02,0.1012E+02,0.8943E-02,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.2991E+02,0.1205E+02,-.1539E+03,0.4139E+04
12,0.1648E+02,0.4038E+00,0.5475E-01,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.3852E+02,0.2910E+02,-.1847E+02,0.1784E+04
13,0.1684E+02,0.8263E+01,0.7857E-02,0.1510E+00,0.6495E+00,-.3953E+02,0.2298E+03,0.8670E+03,0.3594E+02,0.6269E+02,-.1438E+03,0.1892E+04
