ID,gdel,gr,lam_gro2
1,2.485030355498135,16.37300292467109,8.995772007338113
2,5.40370681843803,15.739719125115304,4.3375941548105725
3,0.9503807070112457,10.623343628139736,8.967378800717562
4,3.1615626337695506,8.56699104148574,1.3319965149121225
5,2.6824687649130197,9.224317712507899,3.119711733449482
6,2.801091530737678,11.229713523096423,6.583044510822701
7,2.1788654857365226,11.863535463886656,8.83033386219589
8,5.371871656140508,14.667990617035263,3.36048933128144
9,1.8018652369804369,8.320223698722158,2.6079379532499543
10,2.5026450897172685,8.450120414272288,1.8780520264861276
11,0.7793317182011841,8.273390978766667,3.5032829937543397
12,0.40329195611447044,16.542015176286824,11.967530226180623
13,3.366835782354423,12.521900454449602,7.288374518319026
14,4.245577578123292,12.085908658171673,4.519846198131428
15,3.594289511968245,11.723134217609601,5.3285994012677085
16,2.0300060738567534,10.098752896148271,5.488763015465962
17,0.973051332712674,8.449537388813907,3.4655944594394463
18,6.211822154060193,13.485124520391055,2.607411159901159
19,2.259462489157463,12.346053975876623,9.274073775939836
20,11.910613530821108,22.40241964506462,2.675597302512381
21,0.33084849837391617,8.891975487316822,4.744166513605947
22,1.226754164339414,10.740555282031508,8.006086945182767
23,9.433100702215478,16.83211191537044,1.134555128937162
24,9.182931220640347,17.21123456729468,1.9590518925661555
25,1.5751553932586786,14.009269967581396,7.06697190506689
26,0.6455255277648992,11.699711037489628,4.4672253477683705
27,0.19773833024548468,16.589205647551445,11.740956947800814
28,1.2896817617822092,8.25004683992488,1.7407844334399252
29,0.9723080661445176,9.702490043425788,5.919301497030281
30,0.19366507278514,13.514290085605733,7.01201023535253
31,2.4763683899724294,10.897142890088038,6.022051896905138
32,7.192225265380122,13.579507404106046,1.2473076430275003
33,1.5311792275547633,8.32657046669387,2.4846484349157936
34,3.330363983923209,9.34071142502238,1.7640822969240144
35,0.8387898671006886,11.937338285993608,10.530506109216791
36,12.248146408472762,22.208829858858383,1.9507514329807778
37,1.4925362027713618,12.158856205939333,4.718814085083289
38,0.414013113078388,14.568569280400197,8.452155419732897
39,6.956074259114665,14.907598192922917,2.8845531517030256
